z,ang,flow,time,delflow,Cy,Cx,Cz
222,-1.997817,0,1609862861,0.0,-0.004253093160630003,0.12192584302996229,0.3552
222,-1.969983,0,1609862903,0.0,-0.0041938617030147915,0.12192789477398511,0.3552
222,-1.921534,0,1609862953,0.0,-0.004090758650265924,0.12193139748918354,0.3552
222,-1.882378,0,1609863003,0.0,-0.00400742964764389,0.12193416464477536,0.3552
222,-1.839145,0,1609863054,0.0,-0.003915422092297549,0.12193715377127329,0.3552
222,-1.810223,0,1609863104,0.0,-0.003853869656447748,0.12193911467888846,0.3552
222,-1.773137,0,1609863154,0.0,-0.0037749409816789604,0.12194158363981025,0.3552
222,-1.738727,0,1609863206,0.0,-0.0037017061172254237,0.12194382875661111,0.3552
222,-0.441777,0,1609863257,0.0,-0.0009406671908655334,0.12199637349214947,0.3552
222,-0.5888944,0,1609863307,0.0,-0.0012539117621007938,0.12199355599904801,0.3552
222,-0.6321883,0,1609863358,0.0,-0.0013460923004625243,0.12199257369003506,0.3552
222,-0.6602068,0,1609863408,0.0,-0.0014057483448872883,0.12199190084423985,0.3552
222,-0.6891092,0,1609863458,0.0,-0.0014672860069590435,0.12199117620456729,0.3552
222,-0.670799,0,1609863509,0.0,-0.001428300812789782,0.12199163888065519,0.3552
222,-0.6608671,0,1609863566,0.0,-0.0014071542293601351,0.1219918846357199,0.3552
222,-0.6617029,0,1609863607,0.0,-0.0014089337811781443,0.12199186409593164,0.3552
222,-0.6320326,0,1609863657,0.0,-0.0013457607883656526,0.12199257734756036,0.3552
222,-0.5947725,0,1609863708,0.0,-0.0012664273426247024,0.12199342671548272,0.3552
222,-0.5736136,0,1609863758,0.0,-0.0012213760032832137,0.12199388607901054,0.3552
225,-0.5477768,0,1609863810,0.0,-0.0011663642961243365,0.12199442443951579,0.36000000000000004
225,-0.5142959,0,1609863861,0.0,-0.001095076422266655,0.1219950851781718,0.36000000000000004
225,-0.4786616,0,1609863911,0.0,-0.0010192030969513655,0.12199574265132028,0.36000000000000004
225,-0.4566074,0,1609863961,0.0,-0.0009722446160641398,0.12199612592376258,0.36000000000000004
225,-0.9253472,0,1609864012,0.0,-0.001970257700122576,0.12198408947315673,0.36000000000000004
225,-1.013852,0,1609864062,0.0,-0.0021586841175660256,0.12198090048397153,0.36000000000000004
225,-0.8042621,0,1609864103,0.0,-0.0017124604087529578,0.12198798088069354,0.36000000000000004
225,-0.7530655,0,1609864153,0.0,-0.001603457472522071,0.12198946234873655,0.36000000000000004
